random, greedy_1, greedy_2, greedy_3_true, greedy_3_fals
['RanInt_n240_ds_10.txt', 115358.0, 120870.0, 114691.0, 145307.0, 84907.0]
['RanInt_n240_ss_01.txt', 112305.0, 116018.0, 113809.0, 143705.0, 83278.0]
['RanInt_n240_ss_02.txt', 112958.0, 117409.0, 113086.0, 144451.0, 84080.0]
['RanInt_n240_ss_03.txt', 116714.0, 121037.0, 114056.0, 143967.0, 82989.0]
['RanInt_n240_ss_04.txt', 113246.0, 120683.0, 116133.0, 144912.0, 84584.0]
['RanInt_n240_ss_05.txt', 115552.0, 119018.0, 114586.0, 144471.0, 83639.0]
['RanInt_n240_ss_06.txt', 117203.0, 117339.0, 112659.0, 144717.0, 83826.0]
['RanInt_n240_ss_07.txt', 112929.0, 119970.0, 115714.0, 144063.0, 83228.0]
['RanInt_n240_ss_08.txt', 113354.0, 118320.0, 115622.0, 144870.0, 82867.0]
['RanInt_n240_ss_09.txt', 113230.0, 118236.0, 113505.0, 145041.0, 83002.0]
['RanInt_n240_ss_10.txt', 114901.0, 117840.0, 112601.0, 143814.0, 85140.0]
['RanInt_n480_ds_01.txt', 279960.0, 293069.0, 285369.0, 358936.0, 197748.0]
['RanInt_n480_ds_02.txt', 284549.0, 288947.0, 288270.0, 356365.0, 197969.0]
['RanInt_n480_ds_03.txt', 279574.0, 289674.0, 283057.0, 357323.0, 196049.0]
['RanInt_n480_ds_04.txt', 281404.0, 291354.0, 286048.0, 360031.0, 197955.0]
['RanInt_n480_ds_05.txt', 282557.0, 294457.0, 287444.0, 355666.0, 195565.0]
['RanInt_n480_ds_06.txt', 285008.0, 293989.0, 288361.0, 358200.0, 201968.0]
['RanInt_n480_ds_07.txt', 283080.0, 289896.0, 283806.0, 359251.0, 195930.0]
['RanInt_n480_ds_08.txt', 282001.0, 294350.0, 286034.0, 357974.0, 198603.0]
['RanInt_n480_ds_09.txt', 283519.0, 289388.0, 283028.0, 356089.0, 197458.0]
['RanInt_n480_ds_10.txt', 288142.0, 296375.0, 288631.0, 359728.0, 200335.0]
['RanInt_n480_ss_01.txt', 272941.0, 289259.0, 276535.0, 355456.0, 198501.0]
['RanInt_n480_ss_02.txt', 277552.0, 283906.0, 279332.0, 353056.0, 198959.0]
['RanInt_n480_ss_03.txt', 274953.0, 281791.0, 276233.0, 351710.0, 197433.0]
['RanInt_n480_ss_04.txt', 276247.0, 288490.0, 274295.0, 356318.0, 198617.0]
['RanInt_n480_ss_05.txt', 276596.0, 284430.0, 277490.0, 353273.0, 196677.0]
['RanInt_n480_ss_06.txt', 276757.0, 286861.0, 276611.0, 354632.0, 201059.0]
['RanInt_n480_ss_07.txt', 275325.0, 283463.0, 277238.0, 356437.0, 197928.0]
['RanInt_n480_ss_08.txt', 273793.0, 284578.0, 275540.0, 353866.0, 198689.0]
['RanInt_n480_ss_09.txt', 278797.0, 286840.0, 277920.0, 353914.0, 197911.0]
['RanInt_n480_ss_10.txt', 276210.0, 286228.0, 277666.0, 356754.0, 199210.0]
['RanInt_n960_ds_01.txt', 934917.0, 970533.0, 950368.0, 1162236.0, 720148.0]
['RanInt_n960_ds_02.txt', 938836.0, 967574.0, 953374.0, 1157104.0, 718203.0]
['RanInt_n960_ds_03.txt', 946862.0, 975735.0, 953982.0, 1157245.0, 720118.0]
['RanInt_n960_ds_04.txt', 948944.0, 972057.0, 955643.0, 1161711.0, 717094.0]
['RanInt_n960_ds_05.txt', 947830.0, 971611.0, 952657.0, 1157061.0, 721772.0]
['RanInt_n960_ds_06.txt', 941553.0, 970139.0, 952931.0, 1155504.0, 722996.0]
['RanInt_n960_ds_07.txt', 946706.0, 965581.0, 953868.0, 1160248.0, 720190.0]
['RanInt_n960_ds_08.txt', 948495.0, 963607.0, 951975.0, 1157542.0, 721349.0]
['RanInt_n960_ds_09.txt', 939098.0, 971102.0, 942378.0, 1157314.0, 718741.0]
['RanInt_n960_ds_10.txt', 945720.0, 969962.0, 951873.0, 1158682.0, 719179.0]
['RanInt_n960_ss_01.txt', 934267.0, 962629.0, 931460.0, 1155940.0, 720610.0]
['RanInt_n960_ss_02.txt', 939590.0, 956609.0, 937836.0, 1149944.0, 717393.0]
['RanInt_n960_ss_03.txt', 925039.0, 957440.0, 938495.0, 1151711.0, 721537.0]
['RanInt_n960_ss_04.txt', 945515.0, 958728.0, 937876.0, 1154954.0, 718542.0]
['RanInt_n960_ss_05.txt', 934453.0, 958247.0, 930778.0, 1153296.0, 720503.0]
['RanInt_n960_ss_06.txt', 935919.0, 952897.0, 939416.0, 1151368.0, 723332.0]
['RanInt_n960_ss_07.txt', 940637.0, 960472.0, 933748.0, 1154931.0, 721924.0]
['RanInt_n960_ss_08.txt', 933219.0, 954229.0, 940891.0, 1153216.0, 719320.0]
['RanInt_n960_ss_09.txt', 935496.0, 950741.0, 927168.0, 1150993.0, 718499.0]
['RanInt_n960_ss_10.txt', 942757.0, 955072.0, 934795.0, 1155060.0, 720282.0]
['RanReal_n010_ds_01.txt', 1102.5629999999999, 1335.641, 1152.027, 1255.813, 975.731]
['RanReal_n010_ds_02.txt', 1151.719, 1202.093, 773.3810000000001, 1202.093, 829.4459999999999]
['RanReal_n010_ds_03.txt', 1182.262, 1127.701, 945.289, 1176.024, 901.5049999999999]
['RanReal_n010_ds_04.txt', 1011.414, 1171.5040000000001, 1228.6770000000001, 1263.772, 769.895]
['RanReal_n010_ds_05.txt', 1057.5529999999999, 1233.9899999999998, 1312.6779999999999, 1300.7559999999999, 1062.152]
['RanReal_n010_ds_06.txt', 951.841, 971.685, 936.692, 1049.602, 779.352]
['RanReal_n010_ds_07.txt', 1049.915, 1033.067, 1145.511, 1179.6620000000003, 887.449]
['RanReal_n010_ds_08.txt', 1244.8990000000001, 1189.401, 1208.627, 1033.22, 995.7719999999999]
['RanReal_n010_ds_09.txt', 1276.437, 1274.605, 1194.7779999999998, 1420.132, 944.836]
['RanReal_n010_ds_10.txt', 827.06, 1351.403, 1351.403, 1068.661, 935.642]
['RanReal_n010_ss_01.txt', 1091.011, 1255.813, 1336.0529999999999, 1255.813, 975.731]
['RanReal_n010_ss_02.txt', 794.171, 1202.0929999999998, 773.3810000000001, 1202.093, 829.446]
['RanReal_n010_ss_03.txt', 949.9680000000001, 1127.701, 945.289, 1176.024, 901.5049999999999]
['RanReal_n010_ss_04.txt', 915.181, 1166.495, 940.8969999999999, 1263.772, 769.895]
['RanReal_n010_ss_05.txt', 1090.3000000000002, 1088.074, 1063.069, 1207.7179999999998, 1069.342]
['RanReal_n010_ss_06.txt', 1067.209, 971.685, 936.692, 1049.602, 779.352]
['RanReal_n010_ss_07.txt', 1046.511, 1033.067, 1145.511, 1179.6620000000003, 887.449]
['RanReal_n010_ss_08.txt', 978.825, 1189.401, 1208.627, 1033.22, 995.772]
['RanReal_n010_ss_09.txt', 1100.2330000000002, 1274.605, 1194.7779999999998, 1420.132, 944.836]
['RanReal_n010_ss_10.txt', 1034.801, 1160.059, 1050.006, 1068.661, 836.1429999999999]
['RanReal_n012_ds_01.txt', 888.259, 756.623, 1050.349, 786.0039999999999, 421.52000000000004]
['RanReal_n012_ds_02.txt', 713.1310000000001, 896.232, 743.013, 972.55, 494.7250000000001]
['RanReal_n012_ds_03.txt', 688.547, 715.459, 602.112, 860.996, 452.821]
['RanReal_n012_ds_04.txt', 792.1759999999999, 826.877, 806.0859999999999, 925.885, 498.748]
['RanReal_n012_ds_05.txt', 982.8789999999999, 927.4989999999999, 887.917, 983.818, 397.164]
['RanReal_n012_ds_06.txt', 787.2070000000001, 854.1959999999999, 734.14, 778.5799999999999, 416.0569999999999]
['RanReal_n012_ds_07.txt', 616.881, 969.415, 942.1619999999998, 917.654, 443.244]
['RanReal_n012_ds_08.txt', 790.762, 610.455, 667.3969999999999, 911.3050000000001, 396.03599999999994]
['RanReal_n012_ds_09.txt', 676.633, 873.7, 565.2950000000001, 829.086, 345.25300000000004]
['RanReal_n012_ds_10.txt', 635.519, 789.7629999999999, 835.866, 846.5049999999999, 573.062]
['RanReal_n012_ss_01.txt', 666.342, 718.6, 763.89, 680.7169999999999, 424.312]
['RanReal_n012_ss_02.txt', 621.9499999999999, 756.457, 594.2560000000001, 972.55, 445.647]
['RanReal_n012_ss_03.txt', 667.8140000000001, 715.459, 602.112, 860.996, 452.821]
['RanReal_n012_ss_04.txt', 691.963, 652.8399999999999, 751.0500000000001, 951.03, 459.202]
['RanReal_n012_ss_05.txt', 763.274, 686.3520000000001, 643.616, 894.306, 400.47299999999996]
['RanReal_n012_ss_06.txt', 641.311, 763.231, 620.0350000000001, 874.385, 419.674]
['RanReal_n012_ss_07.txt', 632.7470000000001, 833.409, 624.4499999999999, 856.303, 477.64300000000003]
['RanReal_n012_ss_08.txt', 622.203, 686.05, 493.69899999999996, 691.218, 351.995]
['RanReal_n012_ss_09.txt', 577.977, 711.201, 585.076, 829.086, 443.25899999999996]
['RanReal_n012_ss_10.txt', 560.7180000000001, 822.05, 805.9950000000001, 849.403, 553.263]
['RanReal_n030_ds_01.txt', 4078.402, 3953.0779999999995, 4119.7210000000005, 4920.24, 2759.93]
['RanReal_n030_ds_02.txt', 4648.063, 4548.202, 3941.3070000000007, 4993.704, 2837.326]
['RanReal_n030_ds_03.txt', 3697.3019999999997, 4165.288, 3888.4219999999996, 4836.955999999999, 2342.495]
['RanReal_n030_ds_04.txt', 4867.437, 4413.339000000001, 4326.176, 5431.853, 2606.6400000000003]
['RanReal_n030_ds_05.txt', 4259.521, 4373.5470000000005, 3826.291, 5215.98, 2449.125]
['RanReal_n030_ds_06.txt', 3970.62, 4353.401, 3903.8860000000004, 4876.365000000001, 2859.372]
['RanReal_n030_ds_07.txt', 4133.388, 4092.702, 4179.691999999999, 4979.875, 2406.076]
['RanReal_n030_ds_08.txt', 4635.316000000001, 3955.201, 3656.854, 4785.895, 2868.689]
['RanReal_n030_ds_09.txt', 3764.8959999999997, 3945.383, 3618.79, 4845.225, 2196.517]
['RanReal_n030_ds_10.txt', 4168.857, 4017.8420000000006, 3631.973, 4879.659, 2746.974]
['RanReal_n030_ss_01.txt', 3822.372, 4073.461, 3820.2, 4744.929, 2823.4010000000003]
['RanReal_n030_ss_02.txt', 3844.99, 4185.946, 3675.192, 4741.812, 2806.395]
['RanReal_n030_ss_03.txt', 3837.477, 4096.192999999999, 3577.0980000000004, 4665.425, 2399.611]
['RanReal_n030_ss_04.txt', 3838.955, 4368.263, 4150.408, 4831.322, 2730.617]
['RanReal_n030_ss_05.txt', 3604.803, 4097.878000000001, 3530.0429999999997, 4927.6939999999995, 2914.685]
['RanReal_n030_ss_06.txt', 3810.8149999999996, 3776.842, 3579.8589999999995, 4834.767, 2620.2439999999997]
['RanReal_n030_ss_07.txt', 4113.421, 4274.561, 4049.3399999999997, 4910.585, 2422.545]
['RanReal_n030_ss_08.txt', 4006.0840000000003, 3724.396, 3686.3019999999997, 4984.378, 2921.8929999999996]
['RanReal_n030_ss_09.txt', 3827.438, 4193.9, 3555.222, 4746.4490000000005, 2238.4359999999997]
['RanReal_n030_ss_10.txt', 3949.2219999999998, 4000.674, 3701.547, 4324.697, 2592.8229999999994]
['RanReal_n060_ds_01.txt', 13737.968, 14450.350999999999, 13901.792000000001, 17470.817, 9916.758]
['RanReal_n060_ds_02.txt', 14285.363, 14427.27, 14519.737, 17647.337999999996, 9852.698]
['RanReal_n060_ds_03.txt', 15417.442, 16165.597000000002, 14533.689, 17713.164, 9608.364000000001]
['RanReal_n060_ds_04.txt', 13550.288, 15035.939, 14899.136999999999, 18014.757, 9838.269999999999]
['RanReal_n060_ds_05.txt', 14421.918, 14484.648000000001, 14590.707999999999, 17852.752, 9860.279999999999]
['RanReal_n060_ds_06.txt', 13527.844, 13684.065999999999, 13714.417999999998, 17804.365, 9456.233]
['RanReal_n060_ds_07.txt', 13400.897, 14494.523000000003, 13006.119999999999, 17428.992000000002, 9952.582]
['RanReal_n060_ds_08.txt', 14067.848, 13921.915, 14094.833, 17102.01, 9032.46]
['RanReal_n060_ds_09.txt', 14285.081999999999, 14960.854000000001, 14761.434000000001, 17541.98, 9622.806999999999]
['RanReal_n060_ds_10.txt', 15323.787, 14249.085, 14057.946, 18161.891, 9781.374]
['RanReal_n060_ss_01.txt', 13742.456999999999, 14289.837, 13260.801000000003, 17340.857, 9971.565]
['RanReal_n060_ss_02.txt', 13725.858, 14164.346999999998, 13503.564999999999, 17092.03, 9952.561]
['RanReal_n060_ss_03.txt', 13178.684999999998, 14664.724999999999, 13574.467, 17269.578, 9683.894]
['RanReal_n060_ss_04.txt', 13365.902999999998, 14488.780999999999, 13848.97, 17463.15, 9984.233]
['RanReal_n060_ss_05.txt', 13162.492000000002, 13919.826, 13163.187, 17621.733, 10051.811]
['RanReal_n060_ss_06.txt', 13021.437000000002, 12914.128, 12531.783, 16999.198999999997, 9816.176]
['RanReal_n060_ss_07.txt', 13524.967, 14427.163999999999, 13005.076, 17030.552, 10020.778]
['RanReal_n060_ss_08.txt', 12960.031, 14365.367999999999, 13978.734, 17010.134, 9014.126]
['RanReal_n060_ss_09.txt', 13548.687, 14355.889000000001, 13326.960000000001, 16474.073, 9735.532000000001]
['RanReal_n060_ss_10.txt', 13656.137999999999, 13856.737000000001, 13691.232, 17253.521, 9968.135000000002]
['RanReal_n120_ds_01.txt', 34117.53399999999, 35790.338, 36002.185999999994, 44494.935, 22666.151]
['RanReal_n120_ds_02.txt', 33411.747, 36411.534, 34908.406, 44039.435, 22564.894]
['RanReal_n120_ds_03.txt', 32001.696000000004, 35482.189, 35832.015999999996, 44487.59, 21795.950999999997]
['RanReal_n120_ds_04.txt', 37454.39599999999, 34774.962, 34934.501000000004, 43713.005, 23244.424]
['RanReal_n120_ds_05.txt', 32662.265000000007, 35578.111999999994, 35211.703, 43965.755, 22634.572]
['RanReal_n120_ds_06.txt', 34433.854999999996, 35308.32899999999, 34127.939, 43684.922, 22539.421]
['RanReal_n120_ds_07.txt', 34700.398, 35078.356, 35055.397, 43729.452, 22062.536]
['RanReal_n120_ds_08.txt', 34796.446, 34005.389, 33666.987, 43904.63, 22402.342999999993]
['RanReal_n120_ds_09.txt', 34127.57, 36138.775, 34451.88, 45115.618, 22807.015]
['RanReal_n120_ds_10.txt', 34650.399, 35376.871, 35275.024999999994, 43974.113, 22521.228]
['RanReal_n120_ss_01.txt', 32967.035, 33570.865, 33104.022000000004, 43480.625, 23034.894000000004]
['RanReal_n120_ss_02.txt', 32861.065, 35410.646, 33117.549999999996, 42822.452000000005, 22511.595]
['RanReal_n120_ss_03.txt', 33416.683, 34555.092000000004, 33467.316, 43366.227, 21862.394]
['RanReal_n120_ss_04.txt', 33350.043000000005, 34662.163, 33075.384000000005, 43070.17599999999, 22996.929]
['RanReal_n120_ss_05.txt', 33270.073, 35076.004, 34005.989, 43336.15299999999, 22270.698000000004]
['RanReal_n120_ss_06.txt', 33951.242000000006, 32949.52099999999, 32871.541000000005, 43040.452999999994, 22518.234]
['RanReal_n120_ss_07.txt', 33834.746, 34485.007, 32905.253000000004, 42769.706999999995, 22216.249]
['RanReal_n120_ss_08.txt', 31857.932, 32842.976, 33071.706, 42904.207, 22991.09]
['RanReal_n120_ss_09.txt', 33122.075, 34689.731999999996, 31818.902, 44050.562000000005, 22943.146999999997]
['RanReal_n120_ss_10.txt', 32624.057999999997, 34196.359000000004, 32860.644, 43081.325000000004, 22259.597999999998]
['RanReal_n240_ds_01.txt', 116473.016, 118244.622, 117345.56599999999, 145745.83399999997, 82995.249]
['RanReal_n240_ds_02.txt', 118266.28100000002, 119019.67400000001, 118062.922, 146631.13500000004, 81278.914]
['RanReal_n240_ds_03.txt', 116996.30900000001, 116954.12999999999, 117497.989, 146241.883, 82677.90899999999]
['RanReal_n240_ds_04.txt', 115368.43800000001, 120589.12599999999, 118439.753, 146502.945, 83966.611]
['RanReal_n240_ds_05.txt', 116363.098, 117110.12099999998, 118561.66, 146120.85700000002, 82166.436]
['RanReal_n240_ds_06.txt', 118221.45999999999, 120308.185, 116817.96900000001, 147681.47900000002, 84682.01699999999]
['RanReal_n240_ds_07.txt', 115714.34300000001, 122125.792, 117539.844, 145201.70100000003, 82530.68299999999]
['RanReal_n240_ds_08.txt', 114995.79900000001, 117498.23400000003, 116982.11499999999, 145119.755, 81477.12199999999]
['RanReal_n240_ds_09.txt', 115146.221, 118408.69399999999, 116671.91399999998, 146672.67, 83667.581]
['RanReal_n240_ds_10.txt', 117522.757, 117900.10900000001, 116171.114, 146868.028, 83489.69300000001]
['RanReal_n240_ss_01.txt', 113055.951, 113604.47700000001, 113499.77000000002, 144551.568, 83776.233]
['RanReal_n240_ss_02.txt', 112860.23200000002, 116945.897, 113057.97400000002, 143945.063, 82061.746]
['RanReal_n240_ss_03.txt', 115940.764, 114805.18699999999, 115703.39699999998, 145178.55299999999, 83523.81]
['RanReal_n240_ss_04.txt', 115120.16, 117200.63500000001, 113766.101, 144219.332, 84824.50499999999]
['RanReal_n240_ss_05.txt', 114846.64, 115054.79100000001, 115112.044, 144897.428, 81947.98]
['RanReal_n240_ss_06.txt', 114538.89200000002, 117182.856, 113116.00899999999, 143981.879, 84673.18800000001]
['RanReal_n240_ss_07.txt', 114602.677, 116707.78000000001, 113828.23500000003, 143407.368, 83064.228]
['RanReal_n240_ss_08.txt', 111839.65, 117384.38099999998, 112974.36899999998, 144491.037, 81552.065]
['RanReal_n240_ss_09.txt', 116622.76199999999, 116570.068, 114525.58899999999, 144515.416, 83772.71500000001]
['RanReal_n240_ss_10.txt', 114462.64600000001, 114640.92300000001, 115480.92099999999, 143780.774, 83718.969]
['RanReal_n480_ds_01.txt', 279932.596, 288496.221, 282921.901, 353962.328, 200660.674]
['RanReal_n480_ds_02.txt', 280752.518, 287200.99500000005, 283952.7160000001, 354785.2910000001, 197669.419]
['RanReal_n480_ds_03.txt', 285095.12899999996, 290128.4539999999, 279744.232, 357683.5609999999, 197023.25600000005]
['RanReal_n480_ds_04.txt', 281709.111, 289004.68, 284530.991, 356346.5579999999, 198273.60000000003]
['RanReal_n480_ds_05.txt', 278534.50499999995, 289427.021, 282755.002, 357253.40499999997, 198508.98500000002]
['RanReal_n480_ds_06.txt', 280787.94800000003, 283931.825, 286282.1650000001, 357821.426, 197013.26899999997]
['RanReal_n480_ds_07.txt', 279689.739, 290568.86300000007, 288303.392, 357381.62600000005, 197881.35000000003]
['RanReal_n480_ds_08.txt', 281249.37100000004, 287602.9, 283592.142, 357732.1100000001, 197133.11200000002]
['RanReal_n480_ds_09.txt', 276600.56500000006, 285436.572, 278954.58200000005, 354927.296, 195518.30900000004]
['RanReal_n480_ds_10.txt', 283137.981, 290431.147, 284864.94899999996, 358960.364, 199988.26499999996]
['RanReal_n480_ss_01.txt', 272606.218, 281599.752, 276026.30600000004, 350691.317, 198849.199]
['RanReal_n480_ss_02.txt', 274070.86199999996, 282535.016, 275680.271, 352133.34599999996, 198568.94799999997]
['RanReal_n480_ss_03.txt', 273428.55900000007, 282714.834, 275048.041, 354559.44600000005, 198150.465]
['RanReal_n480_ss_04.txt', 275857.12000000005, 283456.564, 274000.056, 352568.4309999999, 197538.58099999998]
['RanReal_n480_ss_05.txt', 275174.98699999996, 280912.20499999996, 272456.579, 353121.43799999997, 199135.07600000003]
['RanReal_n480_ss_06.txt', 274034.317, 278205.5129999999, 276834.20900000003, 353058.09, 197876.58099999998]
['RanReal_n480_ss_07.txt', 275171.71499999997, 285954.09, 275620.23600000003, 353211.03899999993, 198387.876]
['RanReal_n480_ss_08.txt', 276644.779, 281558.84500000003, 275555.993, 353520.453, 198240.136]
['RanReal_n480_ss_09.txt', 275732.058, 282576.017, 274452.64700000006, 353402.445, 196047.26499999998]
['RanReal_n480_ss_10.txt', 276244.615, 283636.97099999996, 276765.94800000003, 354212.60000000003, 199601.70400000003]
['RanReal_n960_ds_01.txt', 948214.6800000002, 961078.599, 954197.1029999999, 1156687.7499999998, 721357.4219999999]
['RanReal_n960_ds_02.txt', 952795.8800000001, 958829.0540000001, 943803.017, 1161832.1369999999, 722925.1910000001]
['RanReal_n960_ds_03.txt', 954475.1149999998, 957281.682, 956218.914, 1158428.468, 719867.6340000001]
['RanReal_n960_ds_04.txt', 949534.0569999998, 958605.1940000001, 950618.959, 1156555.4420000003, 719730.274]
['RanReal_n960_ds_05.txt', 948384.439, 962994.81, 951126.411, 1157153.2960000003, 722795.4820000001]
['RanReal_n960_ds_06.txt', 947155.0340000001, 955980.1170000001, 950531.8679999999, 1154760.6100000003, 721671.7189999999]
['RanReal_n960_ds_07.txt', 952204.5530000001, 955552.81, 952041.106, 1154762.352, 723787.546]
['RanReal_n960_ds_08.txt', 946569.3160000001, 952460.6600000001, 945867.105, 1154431.7219999998, 719937.743]
['RanReal_n960_ds_09.txt', 948729.6430000002, 957051.0100000001, 947693.3040000001, 1158391.791, 720101.2189999999]
['RanReal_n960_ds_10.txt', 944819.1860000002, 960406.4739999999, 952872.729, 1156611.037, 725094.3150000002]
['RanReal_n960_ss_01.txt', 941867.422, 942340.2910000001, 940149.9240000002, 1151180.687, 721537.6499999999]
['RanReal_n960_ss_02.txt', 935125.4190000001, 948473.4140000002, 928220.9780000002, 1154119.0389999999, 723112.608]
['RanReal_n960_ss_03.txt', 939090.6159999998, 941663.4920000001, 935685.2929999998, 1153795.6950000003, 719338.457]
['RanReal_n960_ss_04.txt', 933517.388, 950547.342, 934459.9400000001, 1153243.2970000003, 720610.0860000001]
['RanReal_n960_ss_05.txt', 935779.6779999998, 952327.1440000001, 942303.5860000004, 1150780.582, 720253.7149999999]
['RanReal_n960_ss_06.txt', 934004.2820000002, 944791.6849999999, 936072.033, 1150429.934, 721501.278]
['RanReal_n960_ss_07.txt', 937138.156, 945258.0520000001, 936501.3780000001, 1149355.7769999998, 724000.4460000001]
['RanReal_n960_ss_08.txt', 931283.0249999999, 943955.1750000003, 935919.4270000001, 1148619.023, 718953.9729999999]
['RanReal_n960_ss_09.txt', 943137.21, 945517.8800000001, 931180.0850000001, 1152361.6130000001, 721122.089]
['RanReal_n960_ss_10.txt', 938240.145, 949390.7540000002, 942163.612, 1154309.3079999997, 723192.5930000001]
